Date,Open,High,Low,Close
11/21/2019,97.86,98.03,97.73,97.99
11/20/2019,97.85,98.04,97.85,97.93
11/19/2019,97.81,97.89,97.75,97.86
11/18/2019,97.98,97.98,97.68,97.79
11/15/2019,98.17,98.23,97.96,98
11/14/2019,98.34,98.42,98.11,98.16
11/13/2019,98.33,98.45,98.29,98.37
11/12/2019,98.21,98.42,98.21,98.31
11/11/2019,98.37,98.38,98.13,98.2
11/8/2019,98.14,98.4,98.1,98.35
11/7/2019,97.95,98.23,97.82,98.14
11/6/2019,97.94,97.98,97.78,97.95
11/5/2019,97.55,98.01,97.47,97.98
11/4/2019,97.22,97.58,97.17,97.51
11/1/2019,97.3,97.45,97.11,97.24
10/31/2019,97.44,97.45,97.22,97.35
