Date,Open,High,Low,Close
8/25/2021,92.88,93.13,92.81,92.83
8/24/2021,92.99,93.08,92.81,92.89
8/23/2021,93.48,93.51,92.95,92.96
8/20/2021,93.56,93.73,93.43,93.5
8/19/2021,93.14,93.58,93.17,93.57
8/18/2021,93.14,93.26,92.96,93.14
8/17/2021,92.62,93.17,92.61,93.13
8/16/2021,92.53,92.66,92.48,92.63
8/13/2021,92.97,93.01,92.47,92.52
8/12/2021,92.89,93.04,92.85,93.04
8/11/2021,93.07,93.19,92.8,92.92
8/10/2021,92.98,93.14,92.94,93.06
8/9/2021,92.78,92.99,92.72,92.95
8/6/2021,92.27,92.84,92.26,92.8
8/5/2021,92.28,92.35,92.12,92.24
8/4/2021,92.04,92.31,91.82,92.27
8/3/2021,92.06,92.16,91.89,92.08
8/2/2021,92.09,92.17,91.91,92.05
7/30/2021,91.85,92.2,91.78,92.17
7/29/2021,92.27,92.29,91.86,91.86
7/28/2021,92.46,92.75,92.24,92.32
7/27/2021,92.63,92.84,92.32,92.43
7/26/2021,92.91,92.96,92.53,92.65
7/23/2021,92.81,93.02,92.78,92.91
7/22/2021,92.8,92.92,92.51,92.82
7/21/2021,92.97,93.19,92.73,92.75
7/20/2021,92.88,93.17,92.8,92.97
7/19/2021,92.69,93.04,92.64,92.89
7/16/2021,92.59,92.76,92.53,92.69
7/15/2021,92.4,92.69,92.27,92.62
7/14/2021,92.8,92.83,92.35,92.41
7/13/2021,92.23,92.81,92.14,92.75
7/12/2021,92.13,92.42,92.08,92.26
7/9/2021,92.36,92.54,92.09,92.13
7/8/2021,92.7,92.79,92.24,92.42
7/7/2021,92.53,92.85,92.43,92.64
7/6/2021,92.24,92.66,92,92.55
7/5/2021,92.23,92.36,92.14,92.21
7/2/2021,92.57,92.74,92.18,92.23
7/1/2021,92.35,92.6,92.26,92.6
6/30/2021,92.08,92.45,92,92.44
6/29/2021,91.88,92.19,91.86,92.05
6/28/2021,91.8,92.02,91.7,91.89
6/25/2021,91.83,91.88,91.53,91.85
6/24/2021,91.8,91.91,91.66,91.81
6/23/2021,91.73,91.9,91.51,91.8
6/22/2021,91.88,92.14,91.65,91.76
6/21/2021,92.31,92.37,91.83,91.9
6/18/2021,91.88,92.41,91.81,92.23
6/17/2021,91.43,92.01,91.31,91.89
6/16/2021,90.54,91.4,90.44,91.13
6/15/2021,90.48,90.68,90.35,90.54
6/14/2021,90.5,90.6,90.41,90.52
6/11/2021,90.07,90.61,89.96,90.56
6/10/2021,90.14,90.31,89.98,90.08
6/9/2021,90.13,90.17,89.84,90.12
6/8/2021,89.99,90.18,89.96,90.08
6/7/2021,90.13,90.3,89.91,89.95
6/4/2021,90.47,90.63,90.03,90.14
6/3/2021,89.93,90.55,89.89,90.51
6/2/2021,89.92,90.25,89.86,89.91
6/1/2021,89.81,89.94,89.66,89.83
5/31/2021,90.03,90.12,89.82,90.03
5/28/2021,90.03,90.44,89.98,90.03
5/27/2021,90.08,90.18,89.89,89.97
5/26/2021,89.69,90.11,89.59,90.04
5/25/2021,89.85,89.87,89.54,89.64
5/24/2021,90.03,90.1,89.76,89.84
5/21/2021,89.78,90.15,89.65,90.02
5/20/2021,90.21,90.23,89.75,89.81
5/19/2021,89.78,90.29,89.69,90.19
5/18/2021,90.18,90.2,89.69,89.75
5/17/2021,90.3,90.43,90.15,90.16
5/14/2021,90.76,90.8,90.28,90.32
5/13/2021,90.75,90.91,90.59,90.75
5/12/2021,90.19,90.8,90.16,90.71
5/11/2021,90.24,90.36,89.98,90.14
5/10/2021,90.21,90.34,90.04,90.21
5/7/2021,90.88,90.96,90.19,90.23
5/6/2021,91.27,91.38,90.88,90.95
5/5/2021,91.28,91.44,91.17,91.31
5/4/2021,91,91.4,90.99,91.29
5/3/2021,91.3,91.39,90.87,90.95
4/30/2021,90.63,91.32,90.59,91.28
4/29/2021,90.55,90.79,90.42,90.61
4/28/2021,90.9,91.13,90.55,90.61
4/27/2021,90.88,91.07,90.81,90.91
4/26/2021,90.86,90.99,90.68,90.81
4/23/2021,91.29,91.3,90.81,90.86
4/22/2021,91.11,91.42,91,91.33
4/21/2021,91.21,91.43,91.09,91.16
4/20/2021,91.05,91.28,90.86,91.24
4/19/2021,91.58,91.75,91.03,91.07
4/16/2021,91.66,91.81,91.49,91.56
4/15/2021,91.63,91.75,91.49,91.69
4/14/2021,91.83,91.83,91.57,91.69
4/13/2021,92.08,92.33,91.79,91.85
4/12/2021,92.18,92.33,92.01,92.14
4/9/2021,92.07,92.41,92.03,92.16
4/8/2021,92.42,92.48,92,92.06
4/7/2021,92.32,92.5,92.14,92.46
4/6/2021,92.57,92.79,92.27,92.34
4/5/2021,93.01,93.11,92.54,92.6
4/2/2021,92.89,93.07,92.83,93.01
4/1/2021,93.22,93.34,92.88,92.93
3/31/2021,93.24,93.44,92.99,93.23
3/30/2021,92.91,93.35,92.88,93.3
3/29/2021,92.74,92.96,92.72,92.94
3/26/2021,92.81,92.87,92.65,92.77
3/25/2021,92.6,92.92,92.51,92.53
3/24/2021,92.39,92.61,92.34,92.53
3/23/2021,91.8,92.4,91.76,92.34
3/22/2021,91.74,92.15,91.71,91.74
3/19/2021,91.83,92.17,91.66,91.92
3/18/2021,91.4,91.9,91.3,91.86
3/17/2021,91.86,92,91.37,91.44
3/16/2021,91.83,92.03,91.68,91.87
3/15/2021,91.68,91.97,91.54,91.83
3/12/2021,91.43,91.96,91.4,91.68
3/11/2021,91.79,91.88,91.37,91.42
3/10/2021,92.05,92.24,91.77,91.82
3/9/2021,92.46,92.5,91.91,91.96
3/8/2021,91.94,92.42,91.84,92.31
3/5/2021,91.66,92.19,91.62,91.98
3/4/2021,91.01,91.67,90.97,91.63
3/3/2021,90.79,91.06,90.63,90.95
3/2/2021,91.03,91.39,90.73,90.79
3/1/2021,90.93,91.14,90.69,91.04
2/26/2021,90.36,90.97,90.13,90.88
2/25/2021,90.07,90.29,89.68,90.13
2/24/2021,90.1,90.43,89.98,90.18
2/23/2021,90.02,90.26,89.94,90.17
2/22/2021,90.32,90.58,90,90.01
2/19/2021,90.57,90.65,90.18,90.36
2/18/2021,90.9,90.98,90.54,90.59
2/17/2021,90.71,91.06,90.62,90.95
2/16/2021,90.29,90.65,90.12,90.51
2/15/2021,90.42,90.47,90.27,90.37
2/12/2021,90.41,90.74,90.38,90.48
2/11/2021,90.46,90.47,90.26,90.42
2/10/2021,90.49,90.53,90.25,90.37
2/9/2021,90.91,90.93,90.43,90.44
2/8/2021,91.03,91.24,90.9,90.93
2/5/2021,91.49,91.04,91.04,91.04
2/4/2021,91.09,91.58,91.09,91.53
2/3/2021,91.05,91.31,90.99,91.17
2/2/2021,91,91.29,90.8,91.2
2/1/2021,90.53,91.06,90.5,90.98
1/29/2021,90.56,90.78,90.36,90.58
1/28/2021,90.73,90.86,90.41,90.46
1/27/2021,90.15,90.88,90.15,90.65
1/26/2021,90.39,90.61,90.12,90.17
1/25/2021,90.24,90.52,90.08,90.39
1/22/2021,90.05,90.31,90.05,90.24
1/21/2021,90.42,90.45,90.05,90.13
1/20/2021,90.41,90.7,90.28,90.48
1/19/2021,90.73,90.76,90.4,90.5
1/18/2021,90.76,90.95,90.71,90.77
1/15/2021,90.22,90.8,90.22,90.77
1/14/2021,90.28,90.58,90.08,90.24
1/13/2021,90,90.45,89.92,90.36
1/12/2021,90.52,90.62,90.03,90.09
1/11/2021,90.03,90.73,90.03,90.47
1/8/2021,89.83,90.25,89.66,90.1
1/7/2021,89.32,89.97,89.32,89.83
1/6/2021,89.48,89.8,89.21,89.53
1/5/2021,89.9,89.9,89.43,89.44
1/4/2021,89.93,89.94,89.42,89.87
12/31/2020,89.93,89.93,89.93,89.93
12/30/2020,89.98,89.98,89.56,89.68
12/29/2020,90.21,90.23,89.85,89.99
12/28/2020,90.22,90.38,89.98,90.34
12/25/2020,90.33,90.42,90.22,90.22
12/24/2020,90.28,90.38,90.15,90.32
12/23/2020,90.52,90.67,90.16,90.41
12/22/2020,90.09,90.72,90.06,90.65
12/21/2020,90.15,91.02,89.92,90.04
12/18/2020,89.83,90.13,89.83,90.02
12/17/2020,90.27,90.27,89.73,89.82
12/16/2020,90.49,90.7,90.13,90.45
12/15/2020,90.69,90.82,90.42,90.47
12/14/2020,90.76,90.98,90.42,90.71
12/11/2020,90.74,91.04,90.62,90.98
12/10/2020,91.06,91.15,90.67,90.82
12/9/2020,90.92,91.2,90.69,91.09
12/8/2020,90.9,91.02,90.75,90.97
12/7/2020,90.79,91.24,90.62,90.79
12/4/2020,90.71,90.87,90.48,90.7
12/3/2020,91.06,91.09,90.51,90.71
12/2/2020,91.19,91.5,90.99,91.12
12/1/2020,91.95,91.95,91.16,91.31
11/30/2020,91.78,92.05,91.51,91.87
11/27/2020,92.02,92.05,91.76,91.79
11/26/2020,91.95,92.17,91.85,91.99
11/25/2020,92.11,92.26,91.93,91.99
11/24/2020,92.53,92.56,92.13,92.23
11/23/2020,92.37,92.8,92.02,92.51
11/20/2020,92.34,92.43,92.21,92.39
11/19/2020,92.56,92.72,92.24,92.29
11/18/2020,92.44,92.51,92.21,92.32
11/17/2020,92.49,92.61,92.27,92.42
11/16/2020,92.72,92.84,92.46,92.64
11/13/2020,92.95,93.01,92.71,92.76
11/12/2020,93.01,93.14,92.78,92.96
11/11/2020,92.7,93.21,92.61,93.04
11/10/2020,92.76,92.97,92.6,92.75
11/9/2020,92.24,92.96,92.13,92.73
11/6/2020,92.57,92.82,92.18,92.23
11/5/2020,93.34,93.55,92.49,92.53
11/4/2020,93.09,94.3,93.09,93.41
11/3/2020,94.05,94.05,93.29,93.55
11/2/2020,93.89,94.29,93.89,94.13
